event_id,date,artist,venue,min_price,max_price,total_postings,total_tickets,city,state,ticket_vendor,face_value,sold_out,sk_artist_id,days_to_show,num_blogs,num_news,num_reviews,discovery,familiarity,hotness,num_years_active
9510621,2016-04-12T19:30:00-0500,All For The Hall,Bridgestone Arena,68.97,9995.73,327,843.0,Nashville,TN,Ticketmaster,31.05,0,553707,30,3772,3368,35,0.4169469606167599,0.751227,0.779582,26
9511174,2016-04-07T21:00:00-0500,The Kills,Exit In,85.09,99.0,10,26.0,Nashville,TN,Ticketfly,25.0,1,236059,25,4068,723,101,0.3651653132525643,0.684666,0.593295,16
9512334,2016-04-21T20:00:00-0500,Datsik,Marathon Music Works,50.86,58.0,9,40.0,Nashville,TN,Ticketfly,20.0,0,2651466,39,1683,168,3,0.43179733636726725,0.625605,0.630488,9
9512376,2016-05-08T18:30:00-0500,FILTER with Orgy and Vampires Everywhere,Exit In,46.15,99.0,9,46.0,Nashville,TN,Ticketfly,22.0,0,188715,56,1065,318,18,0.38748809588976935,0.623617,0.56388,23
9513740,2016-05-04T21:00:00-0500,Charles Bradley & His Extraordinaires,Exit In,52.04,54.72,8,38.0,Nashville,TN,Ticketfly,20.0,0,2792041,52,1910,1608,29,0.43626731401103863,0.565755,0.578056,51
9514250,2016-04-22T19:00:00-0500,Santigold,Marathon Music Works,49.68,94.0,16,82.0,Nashville,TN,Ticketfly,25.0,0,2385431,40,9078,1313,31,0.38982271897148985,0.663654,0.608805,13
9514290,2016-04-16T20:00:00-0500,The Smashing Pumpkins,Ryman Auditorium,102.8,225.0,108,229.0,Nashville,TN,Ticketmaster,52.5,0,233074,34,7149,1605,210,0.31645883337248104,0.814701,0.699053,28
9514299,2016-08-02T19:00:00-0500,Bryan Ferry,Ryman Auditorium,68.25,532.86,79,255.0,Nashville,TN,Ticketmaster,29.0,0,408487,142,2395,519,95,0.36669282926193814,0.656079,0.564829,46
9517123,2016-05-01T20:00:00-0500,The Front Bottoms,Exit In,56.64,1111.0,15,73.0,Nashville,TN,Ticketfly,20.0,0,1101535,49,827,84,71,0.4493307049017551,0.54769,0.579097,9
9517821,2016-05-18T20:00:00-0500,Half Moon Run,Mercy Lounge ,43.8,55.0,4,20.0,Nashville,TN,Official artist website,15.0,0,3878406,66,574,144,10,0.5272049398695468,0.546965,0.678715,6
9519199,2016-05-02T19:30:00-0500,Punch Brothers,Schermerhorn Symphony Center,89.82,199.0,11,31.0,Nashville,TN,Ticketmaster,39.0,0,595798,50,1028,482,23,0.45964165875317525,0.608399,0.65204,10
9521447,2016-05-25T20:00:00-0500,The Neighbourhood,Marathon Music Works,58.36,99.0,13,47.0,Nashville,TN,Ticketfly,28.0,0,636848,73,2520,239,12,0.4962594425955814,0.613667,0.710173,5
9522676,2016-05-03T21:00:00-0500,The Spill Canvas,Exit In,47.33,75.0,8,36.0,Nashville,TN,Ticketfly,12.0,0,520329,51,171,20,16,0.3749282114736477,0.603428,0.52753,14
9523590,2016-05-11T21:30:00-0500,The Sonics with The Woggles and  Barrence Whitfield and The Savages,Exit In,52.05,51.3,8,38.0,Nashville,TN,Ticketfly,20.0,0,62227,59,1961,2018,16,0.3356211516689812,0.678825,0.53923,56
9527331,2016-04-27T21:00:00-0500,Deerhunter,Exit In,48.51,59.0,10,55.0,Nashville,TN,Ticketfly,20.0,0,222485,45,6500,1045,196,0.3964603918446276,0.690543,0.651533,15
9528464,2016-09-16T20:00:00-0500,Brian Wilson,Ryman Auditorium,100.26,361.0,140,382.0,Nashville,TN,Ticketmaster,40.0,0,547191,187,4240,1041,114,0.32742786926042017,0.7216,0.573215,28
9528468,2016-06-20T19:30:00-0500,Huey Lewis and the News,Schermerhorn Symphony Center,120.49,230.93,14,49.0,Nashville,TN,Ticketmaster,59.0,0,363648,99,662,140,21,0.39400042585221173,0.648186,0.598361,37
9529334,2016-05-14T21:00:00-0500,Savages,Exit In,52.04,51.3,8,36.0,Nashville,TN,Official artist website,20.0,0,242996,62,13,5,56,0.5766377255391132,0.340308,0.602402,6
9530292,2016-07-23T20:00:00-0500,Dave Barnes,Ryman Auditorium,61.5,149.0,14,44.0,Nashville,TN,Ticketmaster,25.0,0,99506,132,114,59,7,0.4410290387787583,0.543655,0.564939,15
9530312,2016-05-14T19:30:00-0500,Paul Simon,Ryman Auditorium,148.81,1007.0,157,401.0,Nashville,TN,Ticketmaster,64.5,0,213059,62,5491,1509,145,0.324357142931844,0.777169,0.64601,46
9530313,2016-05-15T19:30:00-0500,Paul Simon,Ryman Auditorium,151.18,2000.0,115,277.0,Nashville,TN,Ticketmaster,64.5,0,213059,63,5491,1509,145,0.324357142931844,0.777169,0.64601,46
9530589,2016-04-18T19:30:00-0500,Pat Benatar and Neil Giraldo,Schermerhorn Symphony Center,178.32,274.0,5,20.0,Nashville,TN,Ticketmaster,49.0,0,576999,36,1281,187,35,0.357011357753231,0.63679,0.531425,44
9531518,2016-04-28T19:30:00-0500,Barry Manilow,Bridgestone Arena,54.42,349.0,38,142.0,Nashville,TN,Ticketmaster,16.45,0,1568,46,1019,212,39,0.4043547482646763,0.671846,0.641166,52
9532118,2016-04-26T19:30:00-0500,Selah and Travis Cottrell,Ryman Auditorium,181.07,149.0,1,3.0,Nashville,TN,Ticketmaster,24.5,0,455918,44,274,40,1,0.4215442749612835,0.508295,0.512445,19
9534614,2016-05-02T21:00:00-0500,Black Lips,Exit In,56.31,74.0,7,28.0,Nashville,TN,Ticketfly,15.0,0,349473,50,4807,913,111,0.37026293699692514,0.645809,0.559944,17
9535072,2016-06-28T18:30:00-0500,Slipknot with Marilyn Manson and Of Mice and Men,Bridgestone Arena,61.49,392.0,130,492.0,Nashville,TN,Ticketmaster,26.25,0,1012485,107,7785,2866,71,0.28270766861614627,0.824148,0.642841,21
9535850,2016-05-11T19:30:00-0500,Deftones,Ryman Auditorium,76.84,9999.0,178,469.0,Nashville,TN,Ticketmaster,39.75,0,83230,59,5391,1735,104,0.29075242675912166,0.796867,0.610163,28
9536475,2016-05-18T20:00:00-0500,Mayer Hawthorne,Marathon Music Works,70.89,58.0,3,14.0,Nashville,TN,Ticketfly,20.0,0,5613613,66,3464,325,35,0.3959134556743096,0.581639,0.537822,8
9537239,2016-04-24T19:00:00-0500,Bane,The End Nashville,240.07,199.0,1,6.0,Nashville,TN,Ticketfly,18.0,0,456837,42,171,15,7,0.4283371667090937,0.536351,0.542692,21
9537516,2016-07-31T20:00:00-0500,311,Marathon Music Works,85.08,126.0,9,52.0,Nashville,TN,Ticketfly,40.0,0,486064,140,466,65,57,0.36710995447689043,0.662285,0.571895,28
9537662,2016-05-09T19:30:00-0500,Cyndi Lauper,Ryman Auditorium,128.76,299.0,24,71.0,Nashville,TN,Ticketmaster,45.0,0,362622,57,3215,551,38,0.475769856233892,0.751473,0.890075,36
9537824,2016-05-21T21:00:00-0500,Yeasayer,Exit In,98.46,81.32,2,12.0,Nashville,TN,Ticketfly,22.0,0,112691,69,5241,812,61,0.3919505709819035,0.609446,0.556979,10
9538352,2016-05-18T19:30:00-0500,Silversun Pickups,Ryman Auditorium,82.74,1201.0,23,62.0,Nashville,TN,Ticketmaster,35.0,0,393244,66,2700,408,121,0.3602668155486674,0.678542,0.578516,14
9539433,2016-06-12T19:30:00-0500,Harry Connick Jr.,Ryman Auditorium,113.42,599.0,101,243.0,Nashville,TN,Ticketmaster,45.0,0,186299,91,755,373,54,0.4228916346571497,0.674072,0.673365,39
9540576,2016-05-08T19:30:00-0500,Lucinda Williams,Ryman Auditorium,61.5,249.0,54,150.0,Nashville,TN,Ticketmaster,24.5,0,245404,56,2310,672,134,0.33087072033254206,0.707809,0.562838,38
9540810,2016-06-13T19:30:00-0500,Harry Connick Jr.,Ryman Auditorium,113.42,9000.0,71,190.0,Nashville,TN,Ticketmaster,45.0,0,186299,92,755,373,54,0.4228916346571497,0.674072,0.673365,39
9542190,2016-03-19T21:00:00-0500,Safetysuit,Exit In,67.4,55.0,1,6.0,Nashville,TN,Ticketfly,20.0,1,2331623,6,40,2,1,0.4554839360959574,0.490413,0.539608,14
9354230,2016-04-11T20:00:00-0400,David Gilmour,Madison Square Garden,137.02,4400.0,615,1523.0,New York,NY,Ticketmaster,75.0,0,20890,29,1932,608,30,0.36652334700645445,0.732532,0.656974,53
9357410,2016-04-12T20:00:00-0400,David Gilmour,Madison Square Garden,125.22,6900.0,993,2429.0,New York,NY,Ticketmaster,75.0,0,20890,30,1932,608,30,0.36652334700645445,0.732532,0.656974,53
9364603,2016-03-14T20:00:00-0400,Red Hot Chilli Pipers,B.B. King Blues Club & Grill,35.54,106.52,13,29.0,New York,NY,Ticketmaster,30.0,0,191126,1,17,5,0,0.47066088334632167,0.451388,0.527725,14
9386342,2016-04-14T19:30:00-0400,Underoath,Playstation Theater,59.77,299.0,35,135.0,New York,NY,Songkick Tickets,38.5,0,2357960,32,1119,370,35,0.3353599339033329,0.703068,0.565007,19
9388305,2016-04-02T20:00:00-0400,Afro Latin Jazz Orchestra,Apollo Theater,218.62,183.15,1,4.0,New York,NY,Ticketmaster,28.5,0,166269,20,119,119,22,0.4638165934587235,0.386502,0.48454,37
9392063,2016-03-29T20:00:00-0400,Vance Joy,Beacon Theatre,61.98,1501.0,207,519.0,New York,NY,Ticketmaster,42.0,0,6148694,16,1102,178,5,0.5987234536781673,0.571873,0.800909,3
9397104,2016-03-30T20:00:00-0400,Vance Joy,Beacon Theatre,54.86,525.0,87,233.0,New York,NY,Ticketmaster,42.0,0,6148694,17,1102,178,5,0.5987234536781673,0.571873,0.800909,3
9408082,2016-03-26T19:00:00-0400,Galactic,Terminal 5,38.29,88.0,13,66.0,New York,NY,Ticketmaster,30.0,0,164225,13,449,274,42,0.4811542450705324,0.594211,0.666907,22
9408640,2016-03-30T19:30:00-0400,Iron Maiden,Madison Square Garden,221.83,1000.0,64,176.0,New York,NY,Ticketmaster,64.5,0,438390,17,11066,2337,130,0.2889433244233363,0.853324,0.725503,41
9409378,2016-06-18T20:00:00-0400,The Cure,Madison Square Garden,83.92,5000.0,497,1267.0,New York,NY,Ticketmaster,30.0,0,474439,97,4643,620,220,0.2996640591537195,0.82889,0.691735,40
9413097,2016-06-19T20:00:00-0400,The Cure,Madison Square Garden,67.4,12000.0,553,1751.0,New York,NY,Ticketmaster,30.0,0,474439,98,4643,620,220,0.2996640591537195,0.82889,0.691735,40
9415426,2016-04-07T21:00:00-0400,Drew Holcomb and the Neighbors,Bowery Ballroom,44.94,52.44,7,28.0,New York,NY,Ticketmaster,17.0,0,3469621,25,74,24,8,0.5161914507666604,0.435225,0.565949,9
9420519,2016-04-19T20:00:00-0400,Jimmie Vaughan,B.B. King Blues Club & Grill,99.73,83.22,2,10.0,New York,NY,Ticketmaster,32.5,0,126812,37,306,97,10,0.39337336045385274,0.57254,0.526763,52
9420557,2016-04-17T11:00:00-0400,B.B. King Blues Club & Grill,B.B. King Blues Club & Grill,119.2,100.32,2,12.0,New York,NY,Ticketmaster,29.5,0,214342,35,3960,1002,48,0.3299287912525566,0.754848,0.622132,28
9420560,2016-04-24T11:00:00-0400,B.B. King Blues Club & Grill,B.B. King Blues Club & Grill,114.6,100.32,2,12.0,New York,NY,Ticketmaster,29.5,0,214342,42,3960,1002,48,0.3299287912525566,0.754848,0.622132,28
9420562,2016-05-01T11:00:00-0400,B.B. King Blues Club & Grill,B.B. King Blues Club & Grill,119.79,100.32,2,12.0,New York,NY,Ticketmaster,29.5,0,214342,49,3960,1002,48,0.3299287912525566,0.754848,0.622132,28
9420564,2016-05-08T11:00:00-0400,B.B. King Blues Club & Grill,B.B. King Blues Club & Grill,114.6,100.32,2,12.0,New York,NY,Ticketmaster,29.5,0,214342,56,3960,1002,48,0.3299287912525566,0.754848,0.622132,28
9420613,2016-07-15T19:30:00-0400,5 Seconds of Summer,Madison Square Garden,53.24,10000.0,501,1467.0,New York,NY,Ticketmaster,29.95,0,5642214,124,1282,578,81,0.535857763285584,0.639639,0.801619,5
9422353,2016-06-20T20:00:00-0400,The Cure,Madison Square Garden,72.12,10498.95,284,947.0,New York,NY,Ticketmaster,30.0,0,474439,99,4643,620,220,0.2996640591537195,0.82889,0.691735,40
9422754,2016-03-18T19:00:00-0400,Dr Dog,Terminal 5,96.88,99.0,9,41.0,New York,NY,Ticketmaster,30.0,0,42687,5,3581,672,100,0.4252166980474489,0.638884,0.635266,17
9423255,2016-04-09T20:00:00-0400,Ricardo Montaner,The Theater at Madison Square Garden,99.65,367.5,17,85.0,New York,NY,Ticketmaster,65.0,0,254050,27,72,4,1,0.4777710625171135,0.554484,0.622154,40
9423658,2016-08-13T20:00:00-0400,Halsey,Madison Square Garden,67.4,1111.0,364,1310.0,New York,NY,Ticketmaster,34.5,0,8067338,153,984,69,1,0.6310609711412564,0.534145,0.796906,2
9426945,2016-08-10T19:30:00-0400,Twenty One Pilots,Madison Square Garden,79.67,2222.0,425,1100.0,New York,NY,Ticketmaster,39.5,0,3123851,150,852,265,10,0.5725633529624048,0.586834,0.78425,7
9428316,2016-03-13T19:30:00-0400,B.B. King Blues Club & Grill,B.B. King Blues Club & Grill,69.08,57.0,2,12.0,New York,NY,Ticketmaster,29.5,0,214342,0,3960,1002,48,0.3299287912525566,0.754848,0.622132,28
9428318,2016-03-19T19:30:00-0400,B.B. King Blues Club & Grill,B.B. King Blues Club & Grill,69.05,57.0,2,12.0,New York,NY,Ticketmaster,29.5,0,214342,6,3960,1002,48,0.3299287912525566,0.754848,0.622132,28
9428320,2016-03-20T19:30:00-0400,B.B. King Blues Club & Grill,B.B. King Blues Club & Grill,69.08,57.0,2,12.0,New York,NY,Ticketmaster,29.5,0,214342,7,3960,1002,48,0.3299287912525566,0.754848,0.622132,28
9428322,2016-03-26T19:30:00-0400,B.B. King Blues Club & Grill,B.B. King Blues Club & Grill,69.08,85.0,3,18.0,New York,NY,Ticketmaster,29.5,0,214342,13,3960,1002,48,0.3299287912525566,0.754848,0.622132,28
9428324,2016-03-27T19:30:00-0400,B.B. King Blues Club & Grill,B.B. King Blues Club & Grill,69.05,57.0,2,12.0,New York,NY,Ticketmaster,29.5,0,214342,14,3960,1002,48,0.3299287912525566,0.754848,0.622132,28
9429906,2016-03-28T19:00:00-0400,Savages,Irving Plaza,46.14,199.0,27,98.0,New York,NY,Live Nation,29.5,0,242996,15,13,5,56,0.5766377255391132,0.340308,0.602402,6
9432541,2016-06-21T20:00:00-0400,Ellie Goulding,Madison Square Garden,66.54,1000.0,261,1197.0,New York,NY,Ticketmaster,35.0,0,2332047,100,10070,2357,23,0.48269966817297044,0.750632,0.901275,8
9432652,2016-08-11T19:30:00-0400,Twenty One Pilots,Madison Square Garden,81.94,9999.0,337,1140.0,New York,NY,Ticketmaster,39.5,0,3123851,151,852,265,10,0.5725633529624048,0.586834,0.78425,7
9434828,2016-04-01T20:00:00-0400,Bonnie Raitt,Beacon Theatre,136.15,1500.0,51,127.0,New York,NY,Ticketmaster,40.5,0,135398,19,2254,721,66,0.3160628076798648,0.728868,0.562017,45
9434831,2016-04-02T20:00:00-0400,Bonnie Raitt,Beacon Theatre,137.25,1000.0,42,86.0,New York,NY,Ticketmaster,40.5,0,135398,20,2254,721,66,0.3160628076798648,0.728868,0.562017,45
9437146,2016-05-05T20:00:00-0400,Super Furry Animals,Webster Hall,47.17,67.26,11,62.0,New York,NY,Songkick Tickets,33.3,0,529205,53,1678,248,155,0.34190970362575396,0.655763,0.526354,23
9445379,2016-07-18T19:30:00-0400,Justin Bieber,Madison Square Garden,194.05,5555.0,447,983.0,New York,NY,Ticketmaster,60.5,0,2596951,127,30698,11724,108,0.3768891941678082,0.842991,0.91195,8
9445876,2016-03-24T20:00:00-0400,Jose Gonzalez,Beacon Theatre,60.32,667.0,47,156.0,New York,NY,Ticketmaster,30.0,0,542593,11,2591,235,70,0.38669393233250904,0.664884,0.605287,13
9448953,2016-09-14T19:00:00-0400,Lush,Terminal 5,59.14,99.06,17,71.0,New York,NY,Ticketmaster,35.0,0,20179,185,551,39,20,0.35046372062147807,0.616095,0.503572,29
9450525,2016-04-18T19:30:00-0400,Earth Wind and Fire,Madison Square Garden,41.44,1988.0,140,659.0,New York,NY,Ticketmaster,39.5,0,357928,36,2629,402,75,0.3398695050123906,0.759008,0.647232,47
9452439,2016-06-13T19:00:00-0400,Dixie Chicks,Madison Square Garden,108.7,1470.0,354,1251.0,New York,NY,Ticketmaster,79.0,0,61008,92,982,502,49,0.3921856270337113,0.710058,0.670223,27
9452561,2016-03-30T20:00:00-0400,The Infamous Stringdusters,Bowery Ballroom,40.7,59.28,10,43.0,New York,NY,Ticketmaster,22.0,0,541144,17,282,294,18,0.43025586449572134,0.515952,0.528911,10
9453412,2016-03-25T20:00:00-0400,Lake Street Dive,Beacon Theatre,101.25,667.0,48,101.0,New York,NY,Ticketmaster,39.5,0,1077331,12,397,175,11,0.5094867319244379,0.50701,0.618196,12
9454844,2016-04-07T19:00:00-0400,Ben Harper,Beacon Theatre,86.67,667.0,105,311.0,New York,NY,Ticketmaster,57.5,0,76901,25,2169,751,56,0.32143977666780404,0.742762,0.589446,24
9455590,2016-05-14T20:00:00-0400,King Gizzard and The Lizard Wizard,Bowery Ballroom,57.84,100.0,8,32.0,New York,NY,Ticketmaster,16.0,0,4137561,62,446,20,30,0.5579669395247235,0.31852,0.582897,6
9456404,2016-04-26T20:00:00-0400,The Used,Playstation Theater,54.42,120.0,26,116.0,New York,NY,Songkick Tickets,40.0,0,162392,44,1607,488,41,0.3718366534151545,0.719639,0.648262,15
9456405,2016-04-27T20:00:00-0400,The Used,Playstation Theater,52.06,100.0,26,108.0,New York,NY,Songkick Tickets,40.0,0,162392,45,1607,488,41,0.3718366534151545,0.719639,0.648262,15
9456685,2016-03-22T20:00:00-0400,Jukebox the Ghost,Bowery Ballroom,35.28,78.0,10,35.0,New York,NY,Ticketmaster,22.0,0,578861,9,893,83,11,0.41372728051255425,0.531711,0.520564,13
9456688,2016-03-24T20:00:00-0400,Jukebox the Ghost,Bowery Ballroom,37.9,78.0,10,36.0,New York,NY,Ticketmaster,22.0,0,578861,11,893,83,11,0.41372728051255425,0.531711,0.520564,13
9456729,2016-03-28T20:00:00-0400,Natalie Merchant,Beacon Theatre,55.99,2999.0,137,374.0,New York,NY,Ticketmaster,39.5,0,107672,15,576,79,35,0.37584816244786745,0.64405,0.566626,35
9456738,2016-03-31T20:00:00-0400,The Infamous Stringdusters,Bowery Ballroom,40.93,59.28,9,42.0,New York,NY,Ticketmaster,22.0,0,541144,18,282,294,18,0.43025586449572134,0.515952,0.528911,10
9457857,2016-04-28T20:00:00-0400,Keith Sweat,B.B. King Blues Club & Grill,94.78,108.3,5,31.0,New York,NY,Ticketmaster,52.5,0,559980,46,701,54,28,0.3893865268898642,0.647251,0.590372,41
9457859,2016-04-29T20:00:00-0400,Keith Sweat,B.B. King Blues Club & Grill,70.94,108.3,10,62.0,New York,NY,Ticketmaster,52.5,0,559980,47,701,54,28,0.3893865268898642,0.647251,0.590372,41
9458551,2016-05-20T19:30:00-0400,Above and Beyond Acoustic,Beacon Theatre,77.9,706.82,212,492.0,New York,NY,Ticketmaster,64.0,0,81224,68,7556,299,2,0.3764632114764816,0.729971,0.671026,16
9458552,2016-05-21T19:30:00-0400,Above and Beyond Acoustic,Beacon Theatre,73.3,10000.0,240,536.0,New York,NY,Ticketmaster,64.0,0,81224,69,7556,299,2,0.3764632114764816,0.729971,0.671026,16
9459051,2016-07-19T19:30:00-0400,Justin Bieber,Madison Square Garden,181.86,3847.0,479,1327.0,New York,NY,Ticketmaster,60.5,0,2596951,128,30698,11724,108,0.3768891941678082,0.842991,0.91195,8
9459838,2016-03-15T20:00:00-0400,Billy Joel,Madison Square Garden,151.29,2000.0,357,1011.0,New York,NY,Ticketmaster,65.5,0,296988,2,3748,1184,93,0.32453332387424677,0.78699,0.663087,51
9462341,2016-05-14T19:30:00-0400,Delbert McClinton,B.B. King Blues Club & Grill,87.11,95.76,5,24.0,New York,NY,Ticketmaster,42.5,0,356804,62,292,78,42,0.3797786349989395,0.57461,0.510212,54
9462374,2016-04-02T19:30:00-0400,Godfrey Townsend,B.B. King Blues Club & Grill,69.72,97.0,5,31.0,New York,NY,Ticketmaster,20.0,0,769330,20,10,0,0,0.27749545454270685,0.245955,0.289894,16
9463489,2016-03-23T20:00:00-0400,G Love and Special Sauce,Bowery Ballroom,135.05,175.0,4,9.0,New York,NY,Ticketmaster,32.5,0,252784,10,374,178,22,0.38263672664403936,0.621453,0.554782,24
9463493,2016-04-01T20:00:00-0400,Basia Bulat,Bowery Ballroom,42.58,50.0,7,28.0,New York,NY,Ticketmaster,15.0,0,70896,19,971,94,21,0.41438060541230254,0.50529,0.501544,12
9465192,2016-04-08T19:00:00-0400,Andrew Bird,Terminal 5,66.81,199.05,22,110.0,New York,NY,Ticketmaster,41.0,0,395944,26,5289,777,155,0.3474244277613534,0.695306,0.576323,20
9466076,2016-04-01T20:00:00-0400,Logic,Terminal 5,81.03,199.0,74,301.0,New York,NY,Ticketmaster,30.0,0,614453,19,403,24,14,0.529339052457056,0.607143,0.749355,14
9466178,2016-04-10T20:00:00-0400,David Gilmour,Radio City Music Hall,237.32,25000.0,351,815.0,New York,NY,Ticketmaster,90.0,0,20890,28,1932,608,30,0.36652334700645445,0.732532,0.656974,53
9466291,2016-04-15T20:00:00-0400,Billy Joel,Madison Square Garden,155.9,5000.0,319,819.0,New York,NY,Ticketmaster,65.5,0,296988,33,3748,1184,93,0.32453332387424677,0.78699,0.663087,51
9467023,2016-04-08T20:00:00-0400,The Avett Brothers,Madison Square Garden,60.1,549.0,215,692.0,New York,NY,Ticketmaster,35.0,0,348455,26,2884,1242,72,0.3697036147346505,0.678902,0.594076,16
9469677,2016-03-28T19:30:00-0400,Bruce Springsteen and the E Street Band,Madison Square Garden,305.95,3900.0,433,976.0,New York,NY,Ticketmaster,73.0,0,227030,15,15103,5188,320,0.3351500739096001,0.829326,0.774736,51
9469806,2016-05-27T20:00:00-0400,Billy Joel,Madison Square Garden,110.32,5000.0,923,3499.0,New York,NY,Ticketmaster,65.5,0,296988,75,3748,1184,93,0.32453332387424677,0.78699,0.663087,51
9470124,2016-05-22T19:30:00-0400,Above and Beyond Acoustic,Beacon Theatre,91.57,834.0,106,282.0,New York,NY,Ticketmaster,64.0,0,81224,70,7556,299,2,0.3764632114764816,0.729971,0.671026,16
9473166,2016-03-16T18:00:00-0400,Megadeth,Terminal 5,61.5,150.0,12,57.0,New York,NY,Ticketmaster,49.5,0,117140,3,10125,2615,89,0.2707429705050181,0.829734,0.626676,33
9473167,2016-03-17T18:00:00-0400,Megadeth,Terminal 5,70.15,195.0,16,65.0,New York,NY,Ticketmaster,49.5,0,117140,4,10125,2615,89,0.2707429705050181,0.829734,0.626676,33
9473250,2016-06-17T20:00:00-0400,Billy Joel,Madison Square Garden,114.07,5000.0,968,2780.0,New York,NY,Ticketmaster,65.5,0,296988,96,3748,1184,93,0.32453332387424677,0.78699,0.663087,51
9475542,2016-04-04T20:00:00-0400,Logic,Terminal 5,58.43,1111.0,61,296.0,New York,NY,Ticketmaster,30.0,0,614453,22,403,24,14,0.529339052457056,0.607143,0.749355,14
9475594,2016-05-04T20:00:00-0400,Ben Folds,Beacon Theatre,77.94,474.01,74,232.0,New York,NY,Ticketmaster,45.0,0,125822,52,2573,342,136,0.3268824095937707,0.725836,0.577463,15
9475700,2016-04-16T20:00:00-0400,Ween,Terminal 5,167.7,5000.0,80,265.0,New York,NY,Ticketmaster,50.0,0,515856,34,1907,555,118,0.381969920949653,0.697164,0.635968,32
9475701,2016-04-15T20:00:00-0400,Ween,Terminal 5,150.0,5000.0,56,171.0,New York,NY,Ticketmaster,50.0,0,515856,33,1907,555,118,0.381969920949653,0.697164,0.635968,32
9475702,2016-04-14T20:00:00-0400,Ween,Terminal 5,141.74,5000.0,55,164.0,New York,NY,Ticketmaster,50.0,0,515856,32,1907,555,118,0.381969920949653,0.697164,0.635968,32
9475705,2016-03-25T19:00:00-0400,Carly Rae Jepsen,Terminal 5,62.6,160.0,36,155.0,New York,NY,Ticketmaster,27.5,0,2524811,12,4640,1106,49,0.4953297273615789,0.680629,0.798568,9
9478068,2016-05-12T19:00:00-0400,Blue October,Webster Hall,52.06,104.43,21,110.0,New York,NY,Ticketweb,29.5,0,500273,60,292,33,24,0.4344212483414914,0.607631,0.615481,21
9478435,2016-09-19T20:00:00-0400,Adele,Madison Square Garden,356.5,9500.0,450,1204.0,New York,NY,Ticketmaster,39.95,0,537914,190,20775,6557,131,0.39058666149548404,0.839977,0.935337,10
9478436,2016-09-20T20:00:00-0400,Adele,Madison Square Garden,374.2,9900.0,496,1331.0,New York,NY,Ticketmaster,39.95,0,537914,191,20775,6557,131,0.39058666149548404,0.839977,0.935337,10
9478437,2016-09-22T20:00:00-0400,Adele,Madison Square Garden,391.89,15750.0,479,1310.0,New York,NY,Ticketmaster,39.95,0,537914,193,20775,6557,131,0.39058666149548404,0.839977,0.935337,10
9478438,2016-09-23T20:00:00-0400,Adele,Madison Square Garden,486.3,9900.0,434,1109.0,New York,NY,Ticketmaster,39.95,0,537914,194,20775,6557,131,0.39058666149548404,0.839977,0.935337,10
9478439,2016-09-25T20:00:00-0400,Adele,Madison Square Garden,391.9,9900.0,455,1235.0,New York,NY,Ticketmaster,39.95,0,537914,196,20775,6557,131,0.39058666149548404,0.839977,0.935337,10
9478442,2016-09-26T20:00:00-0400,Adele,Madison Square Garden,330.54,50000.0,614,1640.0,New York,NY,Ticketmaster,39.95,0,537914,197,20775,6557,131,0.39058666149548404,0.839977,0.935337,10
9478697,2016-04-04T19:30:00-0400,AC/DC,Madison Square Garden,152.5,22256.35,451,1057.0,New York,NY,Ticketmaster,99.0,0,276130,22,17265,3007,144,0.29666436221220394,0.860495,0.765353,43
9484164,2016-07-23T19:30:00-0400,Chris Tomlin,Madison Square Garden,80.77,404.0,118,800.0,New York,NY,Ticketmaster,37.75,0,424916,132,59,75,22,0.44204594425051247,0.532814,0.55711,14
9491853,2016-04-14T21:00:00-0400,Aoife O'Donovan,Bowery Ballroom,48.48,83.0,9,34.0,New York,NY,Ticketmaster,20.0,0,3762411,32,362,66,4,0.4354915110134455,0.434797,0.477188,15
9492596,2016-07-20T20:00:00-0400,Billy Joel,Madison Square Garden,102.8,1999.0,1632,4534.0,New York,NY,Ticketmaster,65.5,0,296988,129,3748,1184,93,0.32453332387424677,0.78699,0.663087,51
9499882,2016-04-25T21:00:00-0400,White Denim,Bowery Ballroom,56.78,199.02,16,58.0,New York,NY,Ticketmaster,20.0,0,589804,43,2714,436,90,0.4200359893162661,0.539433,0.534639,10
9500211,2016-04-16T19:00:00-0400,Citizen and Turnover,Bowery Ballroom,71.41,1111.0,7,29.0,New York,NY,Ticketmaster,17.0,0,324205,34,466,15,9,0.4756294125901308,0.505467,0.575824,5
9500318,2016-04-21T20:00:00-0400,Little Green Cars,Bowery Ballroom,41.45,53.0,11,42.0,New York,NY,Ticketmaster,15.0,0,5285298,39,600,117,7,0.4477939542751508,0.501357,0.53891,8
9500534,2016-03-31T20:00:00-0400,Junior Boys,Webster Hall,47.94,57.0,11,50.0,New York,NY,Songkick Tickets,29.38,0,362018,18,1986,224,112,0.4319446899453648,0.627186,0.632407,17
9500881,2016-04-28T20:00:00-0400,Tori Kelly,Beacon Theatre,59.05,589.0,215,573.0,New York,NY,Ticketmaster,34.5,0,1054791,46,478,132,1,0.5592085250706607,0.580404,0.758162,12
9500994,2016-04-07T19:30:00-0400,Blue Oyster Cult,B.B. King Blues Club & Grill,99.13,107.0,3,18.0,New York,NY,Ticketmaster,55.0,0,246574,25,1864,237,45,0.3471878773413237,0.694517,0.575033,49
